grade,month,day,heat_id,nom_length,billets_qty,l1_length,l2_length,l3_length,l1_romb,l2_romb,l3_romb
SAE 3702,Abril,4,35025734.0,5.42,104,5.42,5.41,5.42,3,3,2.0
SAE 3702,Abril,4,35025735.0,5.42,96,5.41,5.42,5.41,3,2,2.0
SAE 3702,Abril,4,35025736.0,5.42,101,5.41,5.42,5.41,3,3,3.0
SAE 3702,Abril,4,35025737.0,5.42,102,5.41,5.42,5.42,3,1,1.0
SAE 3702,Abril,4,35025738.0,5.42,95,5.41,5.42,5.42,4,1,1.0
SAE 3702,Abril,4,35025739.0,5.42,113,5.41,5.41,5.42,3,2,1.0
SAE 3702,Abril,4,35025740.0,5.42,93,5.41,5.42,5.42,3,1,1.0
SAE 3702,Abril,4,35025741.0,5.42,93,5.42,5.42,5.42,3,2,2.0
SAE 3702,Abril,4,35025742.0,5.42,103,5.41,5.41,5.42,3,1,2.0
SAE 3702,Abril,4,35025743.0,5.42,100,5.41,5.41,5.42,3,2,2.0
SAE 3702,Abril,4,35025744.0,5.42,91,5.42,5.43,5.43,3,2,3.0
SAE 3702,Abril,4,35025745.0,5.42,96,5.42,5.43,5.43,3,2,4.0
SAE 3702,Abril,4,35025746.0,5.42,98,5.42,5.43,5.43,3,3,3.0
SAE 3702,Abril,5,35025747.0,5.42,98,5.42,5.42,5.43,3,3,3.0
SAE 3702,Abril,5,35025748.0,5.42,101,5.42,5.42,5.43,3,2,3.0
SAE 3702,Abril,5,35025749.0,5.42,95,5.42,5.42,5.41,3,2,3.0
SAE 3702,Abril,5,35025750.0,5.42,94,5.42,5.42,5.41,2,2,3.0
SAE 3702,Abril,5,35025751.0,5.42,99,5.42,5.42,5.41,2,2,3.0
SAE 3702,Abril,5,35025752.0,5.42,102,5.42,5.42,5.41,1,3,2.0
SAE 3702,Abril,5,35025753.0,5.42,103,5.42,5.42,5.41,2,3,2.0
SAE 3702,Abril,5,35025754.0,5.42,83,5.42,5.42,5.41,2,3,2.0
SAE 3702,Abril,5,35025755.0,5.42,87,,5.42,5.41,,2,2.0
SAE 3702,Abril,5,35025756.0,5.42,95,,5.42,5.42,,2,12.0
SAE 3702,Abril,5,35025757.0,5.42,98,,5.42,5.42,,2,12.0
SAE 3702,Abril,5,35025758.0,5.42,86,5.42,5.42,5.43,2,2,11.0
SAE 3702,Abril,5,35025759.0,5.42,102,5.42,5.42,5.43,2,2,2.0
SAE 3702,Abril,5,35025760.0,5.42,115,5.42,5.41,,2,2,
SAE 3702,Abril,5,35025761.0,5.42,96,5.42,5.41,,2,3,
SAE 3702,Abril,5,35025762.0,5.42,99,5.42,5.42,5.42,2,2,12.0
SAE 3702,Abril,5,35025770.0,5.37,96,5.37,5.35,5.37,2,2,12.0
SAE 3702,Abril,6,35025771.0,5.37,96,5.38,5.35,5.37,6,8,12.0
SAE 3702,Abril,6,35025772.0,5.37,87,5.39,5.37,,5,6,12.0
SAE 3702,Abril,6,35025773.0,5.37,101,5.39,5.37,,3,2,
SAE 3702,Abril,6,35025774.0,5.37,97,5.38,5.39,,2,3,
SAE 3702,Abril,6,35025775.0,5.37,107,5.38,5.37,,2,3,
SAE 3702,Abril,6,35025776.0,5.37,94,5.37,5.38,,2,3,
SAE 1011,Abril,9,35025777.0,4.4,110,4.41,4.41,4.41,7,7,9.0
SAE 1011,Abril,9,35025701.0,4.4,122,4.4,4.41,4.41,5,4,4.0
SAE 1011,Abril,9,35025702.0,4.4,111,4.4,4.4,4.41,5,4,4.0
SAE 3702,Abril,9,35025763.0,5.42,94,5.42,5.41,5.42,6,8,11.0
SAE 3702,Abril,9,35025764.0,5.42,98,5.42,,5.42,4,,5.0
SAE 3702,Abril,9,35025765.0,5.42,87,5.43,,5.43,2,,4.0
SAE 3702,Abril,9,35025766.0,5.42,96,5.42,5.43,5.42,3,9,4.0
SAE 3702,Abril,9,35025767.0,5.42,93,5.42,5.43,5.42,2,4,4.0
SAE 3702,Abril,9,35025778.0,5.37,101,5.37,5.38,5.37,3,4,3.0
SAE 3702,Abril,9,35025779.0,5.37,105,5.37,5.38,5.37,1,3,2.0
SAE 3702,Abril,9,35025780.0,5.37,94,5.38,5.37,5.37,2,2,2.0
SAE 3702,Abril,9,35025781.0,5.37,103,5.38,5.37,5.38,2,2,2.0
SAE 3702,Abril,9,35025782.0,5.37,105,5.38,5.37,5.38,2,1,1.0
SAE 3702,Abril,9,35025783.0,5.37,107,5.39,5.38,5.38,2,2,1.0
SAE 3702,Abril,9,35025784.0,5.37,102,5.38,5.37,5.37,2,2,2.0
SAE 3702,Abril,9,35025785.0,5.37,106,5.37,5.37,5.38,1,2,1.0
SAE 3702,Abril,9,35025786.0,5.37,98,5.38,5.38,5.37,1,2,1.0
SAE 3702,Abril,9,35025787.0,5.37,102,5.37,5.38,5.38,1,2,1.0
SAE 3702,Abril,9,35025788.0,5.37,103,5.38,5.37,5.38,1,1,2.0
SAE 3702,Abril,9,35025789.0,5.37,104,5.38,5.37,5.37,3,1,3.0
SAE 3702,Abril,10,35025790.0,5.37,106,5.38,5.37,5.37,2,1,1.0
SAE 3702,Abril,10,35025791.0,5.37,95,5.38,5.37,5.37,2,1,2.0
SAE 3702,Abril,10,35025792.0,5.37,103,5.38,5.37,5.37,2,1,2.0
SAE 3702,Abril,10,35025793.0,5.37,97,5.38,5.37,5.37,2,2,2.0
SAE 3702,Abril,10,35025794.0,5.37,104,5.38,5.37,5.37,2,2,2.0
SAE 3702,Abril,10,35025795.0,5.37,94,5.38,5.37,,5,12,
SAE 3702,Abril,10,35025796.0,5.37,103,5.38,5.37,,3,4,
SAE 3702,Abril,10,35025797.0,5.37,108,5.38,5.37,5.37,3,3,6.0
SAE 3702,Abril,10,35025798.0,5.37,107,5.37,5.38,5.38,3,2,3.0
SAE 3702,Abril,10,35025799.0,5.37,93,5.37,5.37,5.37,2,2,3.0
SAE 3702,Abril,10,35025800.0,5.37,100,5.38,5.38,5.37,2,2,3.0
SAE 3702,Abril,10,35025801.0,5.37,100,5.38,5.38,5.37,2,2,3.0
SAE 3702,Abril,10,35025802.0,5.37,103,5.38,5.38,5.37,2,2,3.0
SAE 3702,Abril,10,35025803.0,5.37,102,5.38,5.38,5.38,2,1,2.0
SAE 3702,Abril,10,35025804.0,5.37,100,5.38,5.38,5.38,3,2,2.0
SAE 3702,Abril,11,35025805.0,5.37,111,5.37,5.38,5.39,2,2,3.0
SAE 3702,Abril,11,35025806.0,5.37,99,5.38,5.38,5.39,3,2,3.0
SAE 3702,Abril,11,35025807.0,5.37,95,5.38,5.37,5.37,3,3,3.0
SAE 3702,Abril,11,35025808.0,5.37,120,5.38,5.37,,2,2,
SAE 3702,Abril,11,35025809.0,5.37,49,5.38,5.37,,2,2,11.0
SAE 3702,Abril,11,35025810.0,5.37,96,5.38,5.38,,5,8,
SAE 3702,Abril,11,35025811.0,5.37,98,5.38,5.38,,5,5,
SAE 3702,Abril,11,35025812.0,5.37,104,5.38,5.38,5.37,4,3,11.0
SAE 3702,Abril,11,35025813.0,5.37,93,5.38,5.38,5.37,2,2,11.0
SAE 3702,Abril,11,35025814.0,5.37,95,5.38,5.37,,4,5,
SAE 3702,Abril,11,35025838.0,5.37,101,5.38,5.38,,3,2,
SAE 3702,Abril,11,35025815.0,5.37,104,5.38,5.38,5.37,2,1,12.0
SAE 3702,Abril,11,35025816.0,5.37,98,5.38,5.38,5.38,4,2,12.0
SAE 3702,Abril,11,35025817.0,5.37,101,5.38,5.37,5.38,3,2,6.0
SAE 3702,Abril,11,35025818.0,5.37,98,5.39,5.38,5.38,6,2,5.0
SAE 3702,Abril,11,35025819.0,5.37,102,5.38,5.38,5.37,3,2,2.0
SAE 3702,Abril,12,35025820.0,5.37,94,5.38,5.38,5.38,3,2,1.0
SAE 3702,Abril,12,35025821.0,5.37,108,5.38,5.37,5.38,3,1,1.0
SAE 3702,Abril,12,35025822.0,5.37,107,5.39,5.38,5.38,3,1,1.0
SAE 3702,Abril,12,35025823.0,5.37,98,5.37,5.38,5.36,3,2,2.0
SAE 3702,Abril,12,35025824.0,5.37,111,5.37,5.38,5.38,3,1,1.0
SAE 3702,Abril,12,35025825.0,5.37,95,5.37,5.38,5.38,3,2,2.0
SAE 3702,Abril,12,35025826.0,5.37,98,5.37,5.38,5.37,10,11,11.0
SAE 3702,Abril,13,35025827.0,5.37,98,5.37,5.38,,12,10,
SAE 3702,Abril,13,35025828.0,5.37,98,5.37,5.38,5.38,5,3,11.0
SAE 3702,Abril,13,35025829.0,5.37,97,5.38,5.38,5.38,4,2,12.0
SAE 3702,Abril,13,35025830.0,5.37,106,5.37,5.38,5.38,2,3,3.0
SAE 3702,Abril,13,35025831.0,5.37,96,5.38,5.38,5.38,2,2,11.0
SAE 3702,Abril,13,35025832.0,5.37,102,5.37,5.37,5.38,2,2,3.0
SAE 3702,Abril,13,35025833.0,5.37,102,5.37,5.37,5.38,2,1,3.0
SAE 3702,Abril,13,35025834.0,5.37,98,5.37,5.38,5.38,2,2,4.0
SAE 3702,Abril,13,35025835.0,5.37,98,5.37,5.37,5.38,2,2,4.0
SAE 3702,Abril,13,35025836.0,5.37,98,5.37,5.37,5.38,2,2,4.0
SAE 3702,Abril,13,35025837.0,5.37,101,5.38,5.38,,2,2,
SAE 3702,Abril,13,35025839.0,5.37,85,5.37,5.38,,2,2,
SAE 3702,Abril,15,35025840.0,5.37,99,5.38,5.37,,5,6,
SAE 3702,Abril,15,35025841.0,5.37,93,5.37,5.37,,3,2,
SAE 3702,Abril,15,35025842.0,5.37,96,5.38,5.37,5.39,3,2,9.0
SAE 3702,Abril,15,35025843.0,5.37,97,5.37,5.38,5.37,3,2,9.0
SAE 3702,Abril,15,35025844.0,5.37,97,5.38,5.37,5.39,3,2,10.0
SAE 3702,Abril,15,35025845.0,5.37,98,5.37,5.38,5.37,3,3,10.0
SAE 3702,Abril,15,35025846.0,5.37,97,5.38,5.37,5.37,3,2,10.0
SAE 3702,Abril,15,35025847.0,5.37,96,5.38,5.37,,3,2,
SAE 3702,Abril,15,35025848.0,5.37,97,5.38,5.37,,2,3,
SAE 3702,Abril,15,35025849.0,5.37,99,5.36,5.37,,3,3,
SAE 3702,Abril,15,35025850.0,5.37,97,5.37,5.38,,4,3,
SAE 3702,Abril,15,35025851.0,5.37,85,5.37,5.38,,4,3,
SAE 1011,Mayo,3,35025857.0,4.4,119,4.4,4.41,4.4,8,3,5.0
SAE 1011,Mayo,3,35025858.0,4.4,121,4.41,4.41,4.41,5,2,3.0
SAE 1011,Mayo,3,35025859.0,4.4,115,4.4,4.4,4.4,3,2,3.0
SAE 1011,Mayo,3,35025860.0,4.4,121,4.41,4.41,4.41,2,2,2.0
SAE 1022,Mayo,3,35025863.0,5.13,92,5.14,5.13,5.14,10,7,4.0
SAE 1022,Mayo,3,35025864.0,5.13,76,5.14,,5.14,12,,7.0
SAE 1022,Mayo,3,35025865.0,5.13,99,5.14,,5.14,8,7,4.0
SAE 1022,Mayo,8,35025866.0,5.13,107,5.13,5.13,,12,11,
SAE 1011,Mayo,8,35025861.0,4.4,107,4.4,4.41,4.4,5,4,2.0
SAE 1011,Mayo,8,35025862.0,4.4,126,4.4,4.41,4.4,3,3,2.0
SAE 1011,Mayo,8,35025870.0,4.4,125,4.4,4.41,4.4,2,3,2.0
SAE 1011,Mayo,8,35025871.0,4.4,120,4.4,4.41,4.4,2,4,3.0
SAE 1011,Mayo,8,35025872.0,4.4,114,4.4,4.41,4.4,2,3,2.0
SAE 1022,Mayo,8,35025867.0,5.13,104,5.13,5.14,5.13,10,6,5.0
SAE 1022,Mayo,8,35025868.0,5.13,105,5.13,5.14,5.13,7,4,3.0
SAE 1022,Mayo,8,35025869.0,5.13,94,5.13,5.14,5.13,6,3,2.0
SAE 1022,Mayo,8,35025878.0,5.13,116,5.13,5.14,5.13,4,2,1.0
SAE 1022,Mayo,8,35025879.0,5.13,105,5.13,5.14,5.13,4,3,2.0
SAE 1022,Mayo,8,35025880.0,5.13,107,5.13,5.14,5.13,4,3,2.0
SAE 1022,Mayo,9,35025881.0,5.13,104,5.13,5.14,,12,8,
SAE 1022,Mayo,9,35025882.0,5.13,113,5.14,5.13,,8,8,
SAE 1022,Mayo,9,35025883.0,5.13,102,5.13,5.1,,6,6,
SAE 1022,Mayo,9,35025884.0,5.13,105,5.14,5.15,,6,3,
SAE 1022,Mayo,9,35025885.0,5.13,107,5.14,5.1,,2,3,
SAE 1022,Mayo,9,35025886.0,5.13,101,5.14,5.12,,2,3,
SAE 1022,Mayo,10,35025887.0,5.13,95,5.14,5.14,,12,12,
SAE 1022,Mayo,10,35025888.0,5.13,109,5.14,5.14,,6,7,
SAE 1022,Mayo,10,35025889.0,5.13,103,5.14,5.14,5.15,4,7,10.0
SAE 1022,Mayo,10,35025890.0,5.13,100,5.14,5.14,5.15,3,8,4.0
SAE 1022,Mayo,10,35025894.0,5.13,106,5.14,5.14,5.13,5,7,4.0
SAE 1022,Mayo,10,35025895.0,5.13,98,5.14,5.14,5.13,7,6,3.0
SAE 1022,Mayo,10,35025896.0,5.13,103,5.14,5.14,5.13,7,3,2.0
SAE 1022,Mayo,10,35025897.0,5.13,112,5.14,5.13,5.14,7,7,3.0
SAE 1022,Mayo,10,35025898.0,5.13,107,5.14,5.13,5.13,7,6,3.0
SAE 1022,Mayo,10,35025899.0,5.13,120,5.13,5.14,5.14,8,8,3.0
SAE 1022,Mayo,10,35025900.0,5.13,107,5.14,5.13,5.13,6,5,3.0
SAE 1022,Mayo,10,35025901.0,5.13,108,5.14,5.13,5.13,6,3,2.0
SAE 1022,Mayo,10,35025902.0,5.13,103,5.14,,5.13,3,,2.0
SAE 1022,Mayo,10,35025903.0,5.13,94,5.14,,5.13,3,,2.0
SAE 1011,Mayo,13,35025873.0,4.4,128,4.4,4.41,4.4,6,2,2.0
SAE 1011,Mayo,13,35025874.0,4.4,119,4.41,4.4,4.41,7,6,3.0
SAE 1011 CAU,Mayo,13,35025914.0,12.0,45,12.02,12.02,12.01,9,12,6.0
SAE 1011 CAU,Mayo,13,35025915.0,12.0,45,12.01,12.02,12.01,8,12,7.0
SAE 1011 CAU,Mayo,13,35025916.0,12.0,47,12.05,12.03,12.05,10,12,7.0
SAE 1011 CAU,Mayo,13,35025917.0,12.0,46,12.02,,12.03,9,,5.0
SAE 1011 CAU,Mayo,13,35025918.0,12.0,44,12.02,,12.03,6,,4.0
SAE 1011 CAU,Mayo,13,35025919.0,12.0,40,12.05,12.03,12.03,10,14,5.0
SAE 1011 CAU,Mayo,13,35025920.0,12.0,46,12.05,12.03,12.03,9,14,5.0
SAE 1011 CAU,Mayo,13,35025921.0,12.0,42,12.03,,12.03,9,,5.0
SAE 1011 CAU,Mayo,13,35025922.0,12.0,45,12.03,,12.03,7,,4.0
SAE 1011 CAU,Mayo,13,35025923.0,12.0,43,12.03,,12.03,7,,4.0
SAE 1011 CAU,Mayo,14,35025924.0,12.0,42,12.02,12.01,,8,6,
SAE 1011 CAU,Mayo,14,35025925.0,12.0,43,12.02,12.02,,10,8,
SAE 1011 CAU,Mayo,14,35025926.0,12.0,45,12.01,12.0,,6,5,
SAE 1011 CAU,Mayo,14,35025927.0,12.0,41,12.01,12.02,,8,6,
SAE 1011 CAU,Mayo,14,35025928.0,12.0,43,12.03,12.03,,8,5,
SAE 1011 CAU,Mayo,14,35025929.0,12.0,42,12.03,12.03,,5,4,
SAE 1011 CAU,Mayo,14,35025930.0,12.0,46,12.02,12.02,,8,5,
SAE 1011 CAU,Mayo,14,35025931.0,12.0,42,12.02,12.02,,6,3,
SAE 1011 CAU,Mayo,14,35025932.0,12.0,43,12.02,12.02,,6,4,
SAE 1011 CAU,Mayo,14,35025933.0,12.0,44,12.02,12.02,,6,4,
SAE 1011 CAU,Mayo,14,35025934.0,12.0,37,12.02,12.02,,6,4,
SAE 1011 CAU,Mayo,15,35025935.0,12.0,47,12.02,11.96,,7,6,
SAE 1011 CAU,Mayo,15,35025936.0,12.0,46,12.01,11.97,,7,5,
SAE 1011 CAU,Mayo,15,35025937.0,12.0,42,12.02,11.96,,6,4,
SAE 1011 CAU,Mayo,15,35025938.0,12.0,40,12.01,11.97,,6,5,
SAE 1011 CAU,Mayo,15,35025939.0,12.0,47,12.02,12.03,,4,3,
SAE 1011 CAU,Mayo,15,35025940.0,12.0,41,12.02,12.02,,4,3,
SAE 1011 CAU,Mayo,15,35025941.0,12.0,45,12.02,12.02,,3,3,
SAE 1011 CAU,Mayo,15,35025942.0,12.0,42,12.02,12.01,,4,3,
SAE 1011 CAU,Mayo,15,35025943.0,12.0,43,12.02,12.02,,3,3,
SAE 1011 CAU,Mayo,15,35025944.0,12.0,42,12.02,12.02,,3,3,
SAE 1011 CAU,Mayo,15,35025945.0,12.0,42,12.02,12.01,,3,5,
SAE 1011 CAU,Mayo,15,35025946.0,12.0,40,12.02,12.01,,3,5,
SAE 1011 CAU,Mayo,16,35025947.0,12.0,43,12.01,,12.01,10,,10.0
SAE 1011 CAU,Mayo,16,35025948.0,12.0,42,12.02,,12.02,6,,3.0
SAE 1011 CAU,Mayo,16,35025949.0,12.0,44,12.01,,12.02,5,,3.0
SAE 1011 CAU,Mayo,16,35025950.0,12.0,45,12.04,,12.06,3,,4.0
SAE 1011 CAU,Mayo,16,35025951.0,12.0,45,12.03,,12.04,3,,4.0
SAE 1011 CAU,Mayo,16,35025952.0,12.0,42,12.04,,12.06,4,,5.0
SAE 1011 CAU,Mayo,16,35025953.0,12.0,42,12.04,,12.06,3,,3.0
SAE 1011 CAU,Mayo,16,35025954.0,12.0,41,12.03,,12.04,2,,4.0
SAE 1011 CAU,Mayo,16,35025955.0,12.0,46,12.03,,12.04,2,,3.0
SAE 1011 CAU,Mayo,16,35025956.0,12.0,39,12.03,,12.04,3,,3.0
SAE 1011 CAU,Mayo,16,35025957.0,12.0,43,12.03,,12.02,3,,3.0
SAE 1011 CAU,Mayo,16,35025958.0,12.0,40,12.05,12.03,12.03,2,3,2.0
SAE 1011 CAU,Mayo,17,35025959.0,12.0,43,12.01,11.98,,9,5,
SAE 1011 CAU,Mayo,17,35025960.0,12.0,43,12.01,11.98,,7,7,
SAE 1011 CAU,Mayo,17,35025961.0,12.0,46,12.01,12.0,,4,3,
SAE 1011 CAU,Mayo,17,35025962.0,12.0,44,12.02,12.0,,2,3,
SAE 1011 CAU,Mayo,17,35025963.0,12.0,42,12.05,12.0,,3,4,
SAE 1011 CAU,Mayo,17,35025964.0,12.0,44,12.03,12.02,,3,3,
SAE 1011 CAU,Mayo,17,35025965.0,12.0,41,12.05,12.03,,3,2,
SAE 1011 CAU,Mayo,17,35025966.0,12.0,44,12.03,12.03,,3,3,
SAE 1011 CAU,Mayo,17,35025967.0,12.0,36,12.03,12.03,,2,2,
SAE 1011 CAU,Mayo,17,35025968.0,12.0,44,12.02,12.03,,2,2,
SAE 1011 CAU,Mayo,17,35025969.0,12.0,44,12.02,12.03,,2,2,
SAE 1011 CAU,Mayo,17,35025970.0,12.0,42,12.02,12.03,,2,2,
SAE 1011,Mayo,20,35025974.0,4.4,115,4.41,4.4,,3,3,
SAE 1011,Mayo,20,35025975.0,4.4,117,4.41,4.4,,3,3,
SAE 1011 CAU,Mayo,20,35025971.0,12.0,43,12.04,12.04,,7,6,
SAE 1011 CAU,Mayo,20,35025976.0,12.0,42,12.03,12.03,,3,3,
SAE 1011 CAU,Mayo,20,35025977.0,12.0,41,12.01,12.02,,3,3,
SAE 1011 CAU,Mayo,20,35025978.0,12.0,45,,12.01,12.03,,2,10.0
SAE 1011 CAU,Mayo,20,35025979.0,12.0,44,,12.01,12.02,,2,2.0
SAE 1011 CAU,Mayo,20,35025980.0,12.0,44,,12.01,12.02,,3,2.0
SAE 1011 CAU,Mayo,20,35025981.0,12.0,45,,12.02,12.01,,3,2.0
SAE 1011 CAU,Mayo,20,35025982.0,12.0,42,,12.01,12.01,,2,2.0
SAE 1011 CAU,Mayo,20,35025983.0,12.0,42,,12.02,12.02,,3,2.0
SAE 1011 CAU,Mayo,21,35025984.0,12.0,46,12.01,12.01,,8,3,
SAE 1011 CAU,Mayo,21,35025985.0,12.0,41,12.01,12.02,,4,3,
SAE 1011 CAU,Mayo,21,35025986.0,12.0,45,12.02,12.02,,3,4,
SAE 1011 CAU,Mayo,21,35025987.0,12.0,43,12.01,12.02,,2,5,
SAE 1011 CAU,Mayo,21,35025988.0,12.0,41,12.01,12.02,,2,2,
SAE 1011 CAU,Mayo,21,35025989.0,12.0,44,12.02,12.02,,3,4,
SAE 1011 CAU,Mayo,21,35025990.0,12.0,46,12.02,12.02,12.0,6,5,10.0
SAE 1011 CAU,Mayo,21,35025991.0,12.0,40,12.02,12.02,12.01,5,4,10.0
SAE 1011 CAU,Mayo,21,35025992.0,12.0,45,12.02,12.02,12.0,8,6,8.0
SAE 1011 CAU,Mayo,21,35025993.0,12.0,43,12.02,12.02,12.01,6,5,6.0
SAE 1011 CAU,Mayo,21,35025994.0,12.0,44,12.02,12.02,12.01,6,3,6.0
SAE 1011 CAU,Mayo,21,35025995.0,12.0,47,12.02,12.02,12.01,3,3,6.0
SAE 1011 CAU,Mayo,21,35025996.0,12.0,36,12.02,12.02,12.01,3,3,6.0
SAE 1011 CAU,Mayo,22,35025997.0,12.0,43,12.0,12.01,,8,7,
SAE 1011 CAU,Mayo,22,35025998.0,12.0,43,12.0,12.01,,3,3,
SAE 1011 CAU,Mayo,22,35025999.0,12.0,42,12.01,12.01,,2,2,
SAE 1011 CAU,Mayo,22,35026000.0,12.0,42,12.01,12.01,,2,2,
SAE 1011 CAU,Mayo,22,35026001.0,12.0,42,12.02,12.01,,5,2,
SAE 1011 CAU,Mayo,22,35026002.0,12.0,44,12.03,12.02,,3,2,
SAE 1011 CAU,Mayo,22,35026003.0,12.0,45,12.03,12.01,12.01,2,2,4.0
SAE 1011 CAU,Mayo,22,35026011.0,12.0,45,12.02,12.02,12.04,3,3,4.0
SAE 1012 CAU,Mayo,22,35026013.0,12.0,45,12.01,12.02,12.02,3,3,2.0
SAE 1012 CAU,Mayo,22,35026014.0,12.0,48,12.01,12.02,12.02,6,2,6.0
SAE 1012 CAU,Mayo,22,35026015.0,12.0,39,12.01,12.02,12.02,6,2,4.0
SAE 1012 CAU,Mayo,22,35026016.0,12.0,45,12.01,12.02,12.02,4,2,3.0
SAE 1012 CAU,Mayo,22,35026017.0,12.0,43,12.01,12.02,12.02,4,2,3.0
SAE 1012 CAU,Mayo,23,35026018.0,12.0,3,12.03,12.01,,8,5,
SAE 1012 CAU,Mayo,23,35026019.0,12.0,41,12.02,12.01,,7,8,
SAE 1011,Mayo,27,35026055.0,4.4,121,4.41,,4.41,6,,8.0
SAE 1011,Mayo,27,35026056.0,4.4,123,4.4,,4.42,4,,6.0
SAE 1012 CAU,Mayo,27,35026020.0,12.0,44,12.04,,12.02,6,,5.0
SAE 1012 CAU,Mayo,27,35026021.0,12.0,46,12.03,,12.04,8,,8.0
SAE 1012 CAU,Mayo,27,35026022.0,12.0,42,12.04,,12.02,4,,2.0
SAE 1012 CAU,Mayo,27,35026023.0,12.0,48,12.04,,12.04,2,,2.0
SAE 1012 CAU,Mayo,27,35026024.0,12.0,37,12.04,,12.02,1,,2.0
SAE 1012 CAU,Mayo,27,35026025.0,12.0,45,12.04,,12.04,10,,11.0
SAE 1012 CAU,Mayo,27,35026026.0,12.0,47,12.04,,12.03,10,,11.0
SAE 1012 CAU,Mayo,27,35026027.0,12.0,41,12.04,,12.03,4,,4.0
SAE 1012 CAU,Mayo,28,35026028.0,12.0,44,12.12,12.02,12.03,14,12,15.0
SAE 1012 CAU,Mayo,28,35026029.0,12.0,43,,12.01,12.02,,12,10.0
SAE 1012 CAU,Mayo,28,35026030.0,12.0,45,,12.01,12.02,,8,5.0
SAE 1012 CAU,Mayo,28,35026031.0,12.0,41,12.1,,12.02,10,,3.0
SAE 1012 CAU,Mayo,28,35026032.0,12.0,43,12.1,,12.03,7,,2.0
SAE 1012 CAU,Mayo,28,35026033.0,12.0,44,12.04,12.0,12.03,10,8,8.0
SAE 1012 CAU,Mayo,28,35026034.0,12.0,45,12.04,12.01,12.02,7,5,3.0
SAE 1012 CAU,Mayo,28,35026035.0,12.0,45,12.04,12.02,12.02,4,5,3.0
SAE 1012 CAU,Mayo,28,35026036.0,12.0,38,12.04,12.02,12.02,4,5,5.0
SAE 1012 CAU,Mayo,28,35026037.0,12.0,45,12.04,12.02,12.02,4,5,6.0
SAE 1012 CAU,Mayo,28,35026038.0,12.0,43,12.04,12.02,12.02,4,5,5.0
SAE 1012 CAU,Mayo,28,35026039.0,12.0,41,12.04,12.02,12.01,4,5,5.0
SAE 1012 CAU,Mayo,29,35026040.0,12.0,44,12.03,12.01,,8,9,
SAE 1012 CAU,Mayo,29,35026041.0,12.0,47,12.02,12.0,,5,8,
SAE 1012 CAU,Mayo,29,35026042.0,12.0,40,12.01,12.02,12.03,6,4,8.0
SAE 1012 CAU,Mayo,29,35026043.0,12.0,43,12.03,12.02,12.01,6,5,9.0
SAE 1012 CAU,Mayo,29,35026044.0,12.0,42,12.02,12.02,12.03,8,8,9.0
SAE 1012 CAU,Mayo,29,35026045.0,12.0,45,12.04,12.03,12.03,6,5,3.0
SAE 1012 CAU,Mayo,29,35026046.0,12.0,43,12.03,12.03,,5,7,
SAE 1012 CAU,Mayo,29,35026047.0,12.0,42,12.03,12.03,,3,5,12.0
SAE 1012 CAU,Mayo,29,35026048.0,12.0,41,12.03,12.03,12.02,3,5,12.0
SAE 1012 CAU,Mayo,29,35026049.0,12.0,45,12.03,12.02,,4,5,
SAE 1012 CAU,Mayo,29,35026050.0,12.0,46,12.02,12.02,,4,4,
SAE 1012 CAU,Mayo,29,35026051.0,12.0,39,12.04,12.01,,6,6,
SAE 1012 CAU,Mayo,29,35026052.0,12.0,42,12.04,12.01,,6,5,
SAE 1012 CAU,Mayo,31,35026053.0,12.0,44,12.02,12.01,,10,10,
SAE 1012 CAU,Mayo,31,35026054.0,12.0,42,12.02,12.02,,8,5,
SAE 1012 CAU,Mayo,31,35026057.0,12.0,40,12.02,12.02,,4,3,
SAE 1012 CAU,Mayo,31,35026058.0,12.0,45,12.02,12.02,,4,4,
SAE 1012 CAU,Mayo,31,35026059.0,12.0,42,12.05,12.02,,4,4,
SAE 1012 CAU,Mayo,31,35026060.0,12.0,43,12.03,12.02,,3,3,
SAE 1012 CAU,Mayo,31,35026061.0,12.0,44,12.04,12.02,,4,3,
SAE 1012 CAU,Mayo,31,35026062.0,12.0,42,12.03,12.03,,3,2,
SAE 1012 CAU,Mayo,31,35026063.0,12.0,46,12.03,12.03,,2,2,
SAE 1012 CAU,Mayo,31,35026064.0,12.0,44,12.03,12.02,,3,2,
SAE 1012 CAU,Mayo,31,35026065.0,12.0,44,12.03,12.02,,3,3,
SAE 1012 CAU,Mayo,31,35026066.0,12.0,40,12.02,12.03,12.0,2,2,10.0
SAE 1011,Junio,3,35026074.0,4.4,100,12.02,12.03,,3,5,
SAE 1011,Junio,3,35026075.0,4.4,121,12.02,12.03,,4,5,
SAE 1012 CAU,Junio,3,35026067.0,12.0,42,12.02,12.03,,8,9,
SAE 1012 CAU,Junio,3,35026068.0,12.0,46,12.02,12.02,,5,3,
SAE 1012 CAU,Junio,3,35026071.0,12.0,43,12.02,12.02,,8,9,
SAE 1012 CAU,Junio,3,35026072.0,12.0,45,12.03,12.02,,4,4,
SAE 1013 CAU,Junio,3,35026076.0,12.0,43,12.03,12.02,,6,5,
SAE 1013 CAU,Junio,3,35026077.0,12.0,44,12.03,12.02,,6,6,
SAE 1013 CAU,Junio,3,35026078.0,12.0,46,12.02,12.02,12.03,7,4,
